gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LOC127138573,6.304697424,-1.117811892,1.281183125,-0.872484089,0.382944344,0.888818268
LOC127100579,10.49437434,-0.915261608,1.050034019,-0.871649481,0.383399628,0.888846791
LOC127132589,334.7017537,-0.831271403,0.954442344,-0.870949836,0.383781544,0.889561817
LOC127073913,10.46246435,0.937848209,1.079337353,0.868911102,0.384895757,0.889694849
LOC127074179,34.55218208,-0.711054516,0.817715597,-0.86956213,0.384539741,0.889694849
LOC127074497,6.525293537,-1.093743233,1.25913611,-0.868645752,0.385040922,0.889694849
LOC127081845,28.02287791,-0.79601348,0.916063759,-0.868949865,0.384874554,0.889694849
LOC127093554,8.443006827,1.004756544,1.154152982,0.870557508,0.383995806,0.889694849
LOC127097920,14.2051511,-0.859165486,0.987522201,-0.870021439,0.384288688,0.889694849
LOC127100949,5.410224746,1.224266245,1.409529295,0.868563888,0.385085714,0.889694849
LOC127105808,5.20317882,1.666310624,1.915732856,0.869803229,0.384407947,0.889694849
LOC127108085,4.397823506,1.432246542,1.645165438,0.870579036,0.383984047,0.889694849
LOC127108133,46.54374425,0.676179885,0.77751976,0.869662638,0.384484796,0.889694849
LOC127119117,5.208927254,-1.195317067,1.376395063,-0.868440391,0.385153291,0.889694849
LOC127119888,37.24907509,0.709717381,0.817247118,0.868424453,0.385162013,0.889694849
LOC127120428,16.38904502,0.793111863,0.913147102,0.868547752,0.385094543,0.889694849
LOC127125472,45.5893787,0.611541532,0.704188069,0.868434951,0.385156268,0.889694849
LOC127126507,35.73686209,0.708633973,0.814426991,0.870101286,0.384245055,0.889694849
LOC127126988,11.31720346,-0.943115074,1.085073297,-0.869171766,0.384753188,0.889694849
LOC127129077,61.40226195,0.581687189,0.669026828,0.86945271,0.384599563,0.889694849
LOC127138432,117.3203858,0.547927043,0.62965019,0.870208652,0.384186388,0.889694849
LOC127091595,10.5355154,-0.901227207,1.038236487,-0.868036539,0.38537433,0.890015434
LOC127094472,73.67077434,0.844339012,0.972886195,0.867870277,0.385465352,0.890055823
LOC127076352,4.542405777,1.633513005,1.884706123,0.866720273,0.386095295,0.890151895
LOC127081973,48.32134589,-0.606077627,0.698881811,-0.867210475,0.385826698,0.890151895
LOC127087589,11.54524499,-0.977824972,1.127807845,-0.867013806,0.385934445,0.890151895
LOC127101596,8.684254391,1.029981086,1.187812126,0.867124576,0.385873757,0.890151895
LOC127120529,29.75508253,0.692035253,0.798353954,0.866827613,0.38603647,0.890151895
LOC127131206,13.05572937,1.306064311,1.50563393,0.867451434,0.385694711,0.890151895
LOC127138514,9.080872437,1.010562825,1.165628615,0.866968099,0.385959489,0.890151895
LOC127138644,18.75086071,-1.087217269,1.253347892,-0.867450511,0.385695216,0.890151895
LOC127092014,196.5673069,-0.512161681,0.591280676,-0.86619046,0.386385724,0.890651838
LOC127084160,7.845002617,-1.206609574,1.39450501,-0.865260122,0.386896033,0.891134198
LOC127085403,15.97172271,-0.852829396,0.985389514,-0.865474398,0.386778462,0.891134198
LOC127098465,81.36261772,0.583990526,0.675124638,0.865011427,0.387032517,0.891134198
LOC127105534,13.59856166,-0.830690722,0.959834162,-0.86545234,0.386790564,0.891134198
LOC127108272,41.9952372,-0.616497924,0.71271126,-0.865003767,0.387036721,0.891134198
LOC127132371,12.82648466,-0.858328226,0.992276581,-0.865009053,0.38703382,0.891134198
LOC127074054,9.752433691,0.997809842,1.155399752,0.863605726,0.387804517,0.891244123
LOC127074399,8.585386123,-0.99836127,1.155687422,-0.863867904,0.38766046,0.891244123
LOC127075782,8.378503697,-1.008597998,1.16637752,-0.864726884,0.38718871,0.891244123
LOC127076091,39.23807981,0.830243248,0.961623114,0.863376967,0.387930239,0.891244123
LOC127083464,13.00823136,0.874039871,1.01131701,0.864259043,0.387445604,0.891244123
LOC127084636,12.10646293,0.924713381,1.070380925,0.863910557,0.387637027,0.891244123
LOC127086731,13.98079652,-0.917233966,1.061519627,-0.864076314,0.38754597,0.891244123
LOC127088213,12.21362694,-0.860223385,0.996581409,-0.863174225,0.388041683,0.891244123
LOC127101384,30.17763178,0.722642333,0.83703432,0.863336563,0.387952447,0.891244123
LOC127117681,30.93968223,-0.676913579,0.784098798,-0.863301386,0.387971783,0.891244123
LOC127126958,14.25586572,0.900658264,1.042348105,0.864066677,0.387551263,0.891244123
LOC127130084,4.068582904,-1.338209794,1.550135872,-0.863285482,0.387980524,0.891244123
LOC127138228,20.82699594,0.807891238,0.935547366,0.863549263,0.387835546,0.891244123
LOC127073625,30.43945928,0.782907684,0.909595404,0.8607208,0.389391834,0.892134739
LOC127074861,29.66586265,0.672205002,0.781078225,0.860611627,0.38945198,0.892134739
LOC127075221,83.31949448,0.648491303,0.752731109,0.861517871,0.388952883,0.892134739
LOC127080332,4.199451489,-1.304918367,1.514805416,-0.861442898,0.388994158,0.892134739
LOC127087496,7.521055616,-1.057904064,1.228061931,-0.861441949,0.38899468,0.892134739
LOC127090995,5.423938431,1.229890035,1.426845903,0.861964163,0.388707239,0.892134739
LOC127091636,12.26873551,-0.919142667,1.066231212,-0.862048172,0.38866101,0.892134739
LOC127098548,41.08920264,-0.614063895,0.713378947,-0.860782193,0.389358014,0.892134739
LOC127100513,50.83189762,-0.625189061,0.726108086,-0.86101377,0.389230459,0.892134739
LOC127101133,27.09893654,0.680655898,0.790345011,0.861213633,0.389120393,0.892134739
LOC127104983,10.17673293,1.026277865,1.190702635,0.86190946,0.388737343,0.892134739
LOC127108472,19.41011557,0.823006548,0.956072392,0.860820327,0.389337008,0.892134739
LOC127115432,5.850909323,1.389956643,1.614640479,0.860845904,0.389322919,0.892134739
LOC127117773,140.6304752,0.59997998,0.697169077,0.860594653,0.389461332,0.892134739
LOC127081828,9.942893463,-0.948243836,1.102621335,-0.859990467,0.389794298,0.892674907
LOC127104634,4.028632832,1.45675017,1.694621452,0.859631611,0.389992144,0.892674907
LOC127106185,4.028632832,1.45675017,1.694621452,0.859631611,0.389992144,0.892674907
LOC127132475,4.028632832,1.45675017,1.694621452,0.859631611,0.389992144,0.892674907
LOC127097841,21.04076663,-0.720115435,0.837926913,-0.859401248,0.390119181,0.892796856
LOC127082176,60.73496554,-0.715114546,0.832344742,-0.859156681,0.390254079,0.892936744
LOC127101372,20.6304349,-0.720645886,0.839311709,-0.858615314,0.390552787,0.893113722
LOC127101650,5.284941096,-1.202287417,1.399932073,-0.858818396,0.390440717,0.893113722
LOC127108418,12.64419446,-0.888746345,1.034991969,-0.858698783,0.390506722,0.893113722
LOC127117812,18.78683581,-0.764535436,0.890726828,-0.858327618,0.390711583,0.89314585
LOC127138456,15.43149852,0.816415166,0.951175318,0.858322489,0.390714415,0.89314585
LOC127075304,4.111838263,1.513913658,1.765532864,0.85748257,0.391178243,0.893868503
LOC127128389,37.04888176,-0.689365279,0.803906532,-0.857519191,0.391158013,0.893868503
LOC127076048,29.95878566,0.66307063,0.773893446,0.856798353,0.391556336,0.894233254
LOC127092460,15.97951227,-0.878980559,1.025983876,-0.856719662,0.391599834,0.894233254
LOC127106799,6.507477235,-1.243325881,1.451366204,-0.856658972,0.391633384,0.894233254
LOC127120416,6.951035933,1.191183698,1.390253173,0.85681063,0.39154955,0.894233254
LOC127073139,11.88958962,-0.869486032,1.015395726,-0.856302631,0.391830406,0.894261205
LOC127075617,6.833881034,1.09897951,1.283500748,0.856235971,0.39186727,0.894261205
LOC127085095,11.48950259,0.904236489,1.056050502,0.856243605,0.391863048,0.894261205
LOC127092434,9.501701239,-0.966848401,1.129483043,-0.856009664,0.391992434,0.894378213
LOC127085782,8.495658596,-0.998739429,1.16719495,-0.855674906,0.392177624,0.894626278
LOC127091327,24.56206159,-0.767305354,0.896860487,-0.855545945,0.39224898,0.894626278
LOC127091896,37.09278294,0.648117899,0.758106533,0.854916652,0.392597291,0.895083371
LOC127098440,17.97818886,0.786735352,0.920159574,0.854998822,0.3925518,0.895083371
LOC127083787,10.33811786,0.910867953,1.066730751,0.853887405,0.393167379,0.895371204
LOC127084098,9.184059826,1.006947026,1.178871826,0.854161584,0.393015465,0.895371204
LOC127091229,45.29157961,-0.63719538,0.745804793,-0.854372868,0.392898424,0.895371204
LOC127095505,87.14793048,0.675519119,0.790673083,0.854359574,0.392905788,0.895371204
LOC127120383,8.415579455,0.99880361,1.169539645,0.854014324,0.393097053,0.895371204
LOC127126695,8.415579455,0.99880361,1.169539645,0.854014324,0.393097053,0.895371204
LOC127092110,6.50608524,1.2669211,1.484482464,0.853442955,0.393413709,0.895426765
LOC127092882,379.828492,-0.726425097,0.850995459,-0.853618064,0.393316646,0.895426765
LOC127132440,54.82336564,0.636094303,0.745312769,0.853459553,0.393404509,0.895426765
LOC127107991,6.92720353,1.237453714,1.450948616,0.852858399,0.393737834,0.895996003
LOC127073468,8.550043008,1.154241908,1.356308968,0.85101694,0.394759943,0.897470052
LOC127078718,14.42206027,-0.794516607,0.933845326,-0.850801074,0.394879865,0.897470052
LOC127090010,11.95376575,0.894914039,1.05180337,0.850837775,0.394859474,0.897470052
LOC127091069,12.0269803,-0.89634278,1.053583806,-0.850756034,0.394904889,0.897470052
LOC127097922,4.069773889,1.485338152,1.746176642,0.850623079,0.394978765,0.897470052
LOC127107247,38.10150074,-0.646615184,0.759844235,-0.850983865,0.394778316,0.897470052
LOC127116073,19.01776364,0.777278158,0.913023187,0.851323569,0.394589636,0.897470052
LOC127126395,22.17104342,0.711027585,0.835840888,0.85067337,0.39495082,0.897470052
LOC127121637,7.047701227,1.102483114,1.296381193,0.850431278,0.395085353,0.897543752
LOC127078578,9.297365933,0.949795992,1.117602022,0.849851712,0.395407535,0.897601801
LOC127091779,12.36117035,0.942185682,1.108167831,0.850219304,0.395203171,0.897601801
LOC127115697,9.879453483,0.940188821,1.106103387,0.850000851,0.395324613,0.897601801
LOC127120385,8.643113334,1.023841558,1.204604692,0.849939872,0.395358517,0.897601801
LOC127076492,11.10096379,-0.948872691,1.118353377,-0.848455157,0.396184536,0.898025455
LOC127076806,11.33053714,0.893303402,1.052753787,0.848539718,0.396137463,0.898025455
LOC127083482,55.82186457,0.655693722,0.772711069,0.848562611,0.396124719,0.898025455
LOC127085375,48.12886544,-0.611902737,0.721182707,-0.848471173,0.39617562,0.898025455
LOC127098315,13.18822992,-0.838326297,0.987898442,-0.848595626,0.396106342,0.898025455
LOC127101068,6.914466169,-1.026229951,1.208586194,-0.849116063,0.395816713,0.898025455
LOC127126108,19.60724544,-0.72001449,0.847827872,-0.849246071,0.395744382,0.898025455
LOC127128729,7.241592469,-1.066325296,1.256792926,-0.848449473,0.396187701,0.898025455
LOC127083107,110.7428569,-0.652499501,0.769435994,-0.848023105,0.396425103,0.898227153
LOC127096979,95.089225,0.547972644,0.646126062,0.848089369,0.396388202,0.898227153
LOC127083650,13.89813275,0.833162228,0.983032087,0.847543269,0.39669238,0.898394894
LOC127087150,6.409835617,1.100057362,1.297910867,0.847560021,0.396683047,0.898394894
LOC127087488,41.5711151,0.63651553,0.751065914,0.847482916,0.396726006,0.898394894
LOC127106210,10.43503698,0.93170434,1.09954136,0.847357248,0.396796027,0.898394894
LOC127075747,13.37742204,0.85225407,1.006688153,0.846591934,0.397222611,0.898856326
LOC127080328,17.41252581,-0.755631672,0.892543883,-0.846604504,0.397215602,0.898856326
LOC127126321,29.13277724,0.685065072,0.809118076,0.846681211,0.397172834,0.898856326
LOC127073534,4.637210592,-1.209228711,1.428980198,-0.846217962,0.397431163,0.89902154
LOC127118980,7.589624044,-1.023504198,1.209537559,-0.846194639,0.397444172,0.89902154
LOC127078900,6.978209481,1.075678457,1.272509326,0.845320686,0.397931814,0.899883984
LOC127083008,62.84707734,0.571541294,0.676717287,0.844579125,0.398345868,0.899883984
LOC127085604,4.135416843,1.308011333,1.547677619,0.845144568,0.398030127,0.899883984
LOC127086978,10.2360703,-0.946237304,1.12009795,-0.844780855,0.398233206,0.899883984
LOC127091275,12.51307205,-0.830710826,0.983266938,-0.844847715,0.39819587,0.899883984
LOC127097961,33.70786667,0.633118152,0.749269815,0.844980191,0.398121899,0.899883984
LOC127138452,18.33946563,-0.728682496,0.862737648,-0.844616551,0.398324965,0.899883984
LOC127093077,14.53511255,-0.845672123,1.002162234,-0.843847527,0.398754613,0.900639269
LOC127076704,10.67653837,0.996146732,1.180773524,0.843639116,0.398871099,0.900734288
LOC127076173,12.20312822,0.91923569,1.090359703,0.843057284,0.399196407,0.900796665
LOC127086100,6.736961917,1.067000418,1.265613626,0.843069635,0.3991895,0.900796665
LOC127087233,11.47616891,-0.845307262,1.002253657,-0.843406513,0.399001131,0.900796665
LOC127125280,5.27122741,-1.218147955,1.444661101,-0.843206724,0.399112838,0.900796665
LOC127074299,22.35277647,-0.719216625,0.854788193,-0.841397473,0.400125301,0.901159005
LOC127078775,23.11833137,-0.692206603,0.822659668,-0.841425233,0.400109754,0.901159005
LOC127084912,5.655068931,1.165356725,1.385262249,0.841253507,0.400205931,0.901159005
LOC127086321,6.396121931,1.09659109,1.302255291,0.842070751,0.399748352,0.901159005
LOC127106073,4.044588654,-1.412442785,1.678455319,-0.841513485,0.400060334,0.901159005
LOC127108115,30.89084194,-0.638542235,0.758560916,-0.84178109,0.399910498,0.901159005
LOC127115880,4.278554305,-1.390216244,1.652467299,-0.84129728,0.400181414,0.901159005
LOC127119195,6.723248231,1.06336456,1.262811516,0.842061183,0.399753707,0.901159005
LOC127125994,17.07820792,-0.76409669,0.907733132,-0.841763579,0.399920302,0.901159005
LOC127126644,102.4004374,-0.59836064,0.710595065,-0.842055721,0.399756765,0.901159005
LOC127127831,18.72166134,0.740611795,0.879395863,0.842182487,0.399685815,0.901159005
LOC127127977,5.646686357,-1.125028661,1.3374504,-0.841174119,0.400250397,0.901159005
LOC127074392,4.121703157,1.301885162,1.553718741,0.837915595,0.40207811,0.901380142
LOC127079872,10.1905728,-0.961640931,1.14429522,-0.840378352,0.400696283,0.901380142
LOC127082206,7.478014917,1.037679784,1.236607971,0.839133993,0.401394123,0.901380142
LOC127083921,16.54826429,0.816230182,0.973455243,0.838487632,0.401756891,0.901380142
LOC127086063,5.314228946,1.192479158,1.42015639,0.839681578,0.401086946,0.901380142
LOC127088051,13.16389153,-0.870275799,1.038593339,-0.837937012,0.40206608,0.901380142
LOC127091095,5.884085129,-1.176388389,1.400344657,-0.840070609,0.400868798,0.901380142
LOC127091575,14.28730538,0.804842802,0.95820055,0.839952349,0.400935105,0.901380142
LOC127092306,4.542151953,1.356096581,1.617543962,0.838367681,0.401824235,0.901380142
LOC127092939,8.585639947,-1.140758681,1.358036521,-0.840005893,0.400905082,0.901380142
LOC127100305,4.05830234,-1.394454339,1.661055781,-0.839498803,0.401189461,0.901380142
LOC127100457,64.48166935,-0.605017976,0.719583325,-0.840789321,0.400465971,0.901380142
LOC127105842,518.7871234,0.47943764,0.572249169,0.837812733,0.402135886,0.901380142
LOC127106656,5.125975646,-1.548635844,1.848150244,-0.837938284,0.402065366,0.901380142
LOC127107360,13.40895203,0.946337596,1.127964165,0.838978423,0.401481418,0.901380142
LOC127118040,10.40041802,0.946511154,1.128330412,0.838859916,0.401547924,0.901380142
LOC127119232,7.519155974,1.050244487,1.252183178,0.838730711,0.40162044,0.901380142
LOC127119580,12.90571347,0.846129761,1.009435595,0.838220651,0.401906791,0.901380142
LOC127120677,4.121703157,1.301885162,1.553718741,0.837915595,0.40207811,0.901380142
LOC127126079,7.199601269,-1.476707106,1.761008201,-0.838557767,0.401717518,0.901380142
LOC127127910,5.660400042,-1.115452407,1.330544553,-0.838342771,0.401838221,0.901380142
LOC127128372,6.182301738,1.106458553,1.316894463,0.840202905,0.40079463,0.901380142
LOC127131510,4.58329301,1.377756377,1.644249133,0.837924345,0.402073195,0.901380142
LOC127138235,27.25289972,-0.660395544,0.787198092,-0.838919137,0.401514688,0.901380142
LOC127083937,6.656162121,-1.070190076,1.277773871,-0.837542621,0.40228763,0.901553319
LOC127128024,12.84993541,0.833770762,0.995747255,0.83733172,0.402406134,0.901651953
LOC127076715,7.236767352,1.021457067,1.220520167,0.836903064,0.402647058,0.901744062
LOC127079054,12.31706816,-0.861196571,1.029079667,-0.836860934,0.402670742,0.901744062
LOC127133006,7.236767352,1.021457067,1.220520167,0.836903064,0.402647058,0.901744062
LOC127092617,19.25608573,0.741527043,0.886873787,0.836113384,0.403091119,0.902518481
LOC127105557,8.346087709,0.977948436,1.170344766,0.835607134,0.403375954,0.902822216
LOC127120587,9.889570548,1.040300836,1.244777065,0.835732651,0.403305322,0.902822216
LOC127130786,17.03142892,0.891907361,1.067556804,0.835465951,0.40345541,0.902833109
LOC127107227,14.4842701,-0.866959292,1.038141138,-0.835107347,0.40365727,0.903117856
LOC127095675,112.5808609,0.6195447,0.742108012,0.834844375,0.403805337,0.903282167
LOC127130829,47.72138086,0.614418611,0.736130754,0.834659614,0.403909387,0.903347971
LOC127098339,32.62765682,0.693728762,0.831326564,0.834484055,0.404008269,0.903402196
LOC127106130,55.23268373,0.603219258,0.722997649,0.83433087,0.404094561,0.903428254
LOC127074218,21.27913822,0.813775279,0.975647014,0.834087807,0.404231505,0.903518104
LOC127075630,5.632972671,-1.136955445,1.363264802,-0.833994572,0.404284042,0.903518104
LOC127075389,7.6519242,-1.042325593,1.250522549,-0.833512034,0.404556014,0.90362539
LOC127122287,34.33653873,-0.614283316,0.736981837,-0.83351215,0.404555948,0.90362539
LOC127127779,14.31861906,-0.794096603,0.95246275,-0.833729827,0.404433246,0.90362539
LOC127120258,65.06495823,0.552913813,0.66357079,0.833240132,0.404709313,0.90380102
LOC127075910,26.50004633,0.708786514,0.851061959,0.832825984,0.404942878,0.9041558
LOC127091843,15.81347957,0.794192947,0.954204629,0.832308839,0.405234643,0.904558229
LOC127108182,11.42478296,1.000353252,1.201998592,0.832241617,0.405272577,0.904558229
LOC127074189,5.70725037,1.276253572,1.534725168,0.831584442,0.405643547,0.905075975
LOC127106990,15.71722994,0.769846523,0.925779486,0.831565761,0.405654095,0.905075975
LOC127098345,86.69404317,0.531014137,0.638899495,0.831138765,0.405895243,0.905280268
LOC127105788,13.6468943,-0.786599999,0.946363902,-0.831181321,0.405871205,0.905280268
LOC127084975,7.546583345,1.060614096,1.276577239,0.830826419,0.406071696,0.905366877
LOC127118344,60.82211136,0.598053683,0.719848249,0.830805221,0.406083673,0.905366877
LOC127073918,7.750286474,0.987049039,1.188397613,0.830571374,0.406215812,0.905418978
LOC127083256,4.676363335,1.216040889,1.464229,0.830499115,0.406256648,0.905418978
LOC127074874,4.664637963,-1.188135901,1.432663541,-0.829319562,0.406923604,0.906344454
LOC127074883,4.919762712,-1.259841741,1.518925263,-0.82942971,0.406861296,0.906344454
LOC127083185,92.34542681,0.524250944,0.63263152,0.828682933,0.407283846,0.906344454
LOC127097914,15.11812342,-0.76876521,0.927311401,-0.829025944,0.407089727,0.906344454
LOC127101305,24.77885677,0.712006107,0.859271718,0.828615783,0.407321854,0.906344454
LOC127101459,26.83572055,-0.675261433,0.814579536,-0.828969307,0.407121776,0.906344454
LOC127101538,18.93208757,-0.710878817,0.85795511,-0.82857344,0.407345822,0.906344454
LOC127101642,17.29825887,0.767852206,0.926694993,0.82859216,0.407335226,0.906344454
LOC127120451,8.530277557,-0.93094057,1.122722828,-0.829181118,0.407001928,0.906344454
LOC127087701,44.75381241,-0.642976953,0.776147256,-0.828421344,0.407431923,0.906369417
LOC127074494,11.36244714,-0.848507172,1.025647953,-0.827288905,0.408073331,0.906433203
LOC127086207,11.80291521,0.86930823,1.049612802,0.828218014,0.407547044,0.906433203
LOC127091477,9.639761413,-0.908280426,1.097420899,-0.827650017,0.407868733,0.906433203
LOC127097687,12.86299996,-1.348544963,1.629401198,-0.82763224,0.407878804,0.906433203
LOC127100327,4.66264965,1.210748502,1.463354054,0.82737906,0.408022245,0.906433203
LOC127101270,21.03429569,0.702569976,0.848755815,0.82776455,0.407803854,0.906433203
LOC127120110,10.68394812,-1.270021042,1.535360839,-0.827180822,0.40813458,0.906433203
LOC127125653,18.70142555,0.738741836,0.892665177,0.827568785,0.407914752,0.906433203
LOC127126338,25.14244866,0.699453681,0.845036415,0.827720166,0.407828996,0.906433203
LOC127073805,10.22862488,-0.913501267,1.108830539,-0.823842088,0.410029289,0.906632603
LOC127080120,34.30408358,0.667263426,0.809141767,0.824655769,0.40956705,0.906632603
LOC127084423,8.275062483,-1.007522087,1.224033702,-0.823116296,0.410441863,0.906632603
LOC127084603,41.75039301,-0.599289646,0.728227521,-0.822942869,0.410540483,0.906632603
LOC127084805,6.683589493,-1.055791165,1.281421708,-0.82392171,0.409984044,0.906632603
LOC127087794,56.01904725,0.567619399,0.686885179,0.826367225,0.40859581,0.906632603
LOC127088046,48.45148847,0.733872298,0.892123661,0.82261275,0.410728246,0.906632603
LOC127092108,22.17606935,0.764635581,0.924905622,0.82671741,0.408397251,0.906632603
LOC127092573,11.22709593,0.851175568,1.031900766,0.824861843,0.409450032,0.906632603
LOC127097311,15.96930323,-0.777961194,0.943198677,-0.824811583,0.40947857,0.906632603
LOC127098505,6.923608562,1.17293366,1.42256855,0.8245182,0.409645179,0.906632603
LOC127103983,10.88625594,0.88145404,1.071272732,0.822810115,0.410615984,0.906632603
LOC127104606,17.28884881,-0.734044272,0.889322451,-0.825397213,0.409146117,0.906632603
LOC127105245,5.62764156,1.153020108,1.40107604,0.82295327,0.410534568,0.906632603
LOC127105556,13.7218945,-0.875852332,1.063863209,-0.823275327,0.410351441,0.906632603
LOC127106127,9.318271209,0.920701147,1.116023942,0.824983329,0.409381056,0.906632603
LOC127107620,18.55909926,0.789304577,0.957130473,0.824657243,0.409566212,0.906632603
LOC127108201,607.2449353,0.50876235,0.615916444,0.82602495,0.408789939,0.906632603
LOC127108351,10.74100418,0.869508893,1.055904059,0.823473388,0.410238845,0.906632603
LOC127117703,12.27567328,-0.807806294,0.98102039,-0.823434764,0.410260801,0.906632603
LOC127118051,12.30179733,0.851315867,1.030424237,0.826179972,0.408702008,0.906632603
LOC127118430,43.73967484,0.597036864,0.724263365,0.824336688,0.409748278,0.906632603
LOC127119075,8.453123891,1.134725741,1.376383482,0.824425574,0.409697789,0.906632603
LOC127126343,6.36869456,1.090834527,1.322078042,0.825090874,0.40932,0.906632603
LOC127127308,4.203985271,1.334945515,1.62296017,0.822537447,0.410771083,0.906632603
LOC127127537,10.57013436,-0.849876662,1.028156474,-0.826602452,0.408462427,0.906632603
LOC127129742,11.09660735,-0.94150689,1.142471512,-0.824096601,0.409884671,0.906632603
LOC127130849,7.596815634,-0.958774476,1.165320616,-0.822755955,0.410646788,0.906632603
LOC127132142,30.62742144,0.637075089,0.771562013,0.825695249,0.408976988,0.906632603
LOC127132200,28.44183035,0.806441398,0.977467155,0.82503171,0.409353588,0.906632603
LOC127132361,57.89279104,-0.585429264,0.711300918,-0.82304022,0.410485122,0.906632603
LOC127137050,12.36384366,0.848272307,1.02620803,0.826608526,0.408458983,0.906632603
LOC127138404,249.1379918,-0.680506703,0.825651633,-0.824205604,0.409822743,0.906632603
LOC127138480,11.66933765,-0.843220642,1.024531533,-0.823030444,0.410490681,0.906632603
LOC127086553,15.70046479,-0.749823489,0.911958728,-0.822212088,0.4109562,0.906710509
LOC127097731,41.95452711,0.600579698,0.730360842,0.822305446,0.410903078,0.906710509
LOC127073781,10.07688669,1.093723712,1.332665978,0.820703559,0.411815143,0.906952418
LOC127074175,15.56959621,-0.756440037,0.921234565,-0.821115561,0.411580447,0.906952418
LOC127074520,8.954322974,-0.907066132,1.104040594,-0.821587664,0.411311613,0.906952418
LOC127086568,5.994717932,-1.06998267,1.303372727,-0.820933757,0.411684002,0.906952418
LOC127087345,7.999955776,-1.004086204,1.223181317,-0.820880919,0.411714101,0.906952418
LOC127100966,33.6658023,0.62952079,0.766484051,0.821309706,0.411469881,0.906952418
LOC127101407,7.999955776,-1.004086204,1.223181317,-0.820880919,0.411714101,0.906952418
LOC127118293,14.01516166,-0.800841699,0.974715244,-0.821616061,0.411295446,0.906952418
LOC127125946,10.24953016,-0.86153706,1.048585341,-0.821618447,0.411294087,0.906952418
LOC127134310,9.366857679,0.963093376,1.173485142,0.820712032,0.411810315,0.906952418
LOC127128824,13.28117242,0.813580756,0.991573129,0.820494961,0.411934001,0.907049144
LOC127074593,4.23233596,1.355156533,1.652141766,0.820242282,0.412078003,0.90720119
LOC127092415,13.38515713,-0.802412047,0.979261141,-0.819405584,0.41255505,0.908086256
LOC127075298,5.100408753,1.224419186,1.495268472,0.818862437,0.412864903,0.908472598
LOC127128297,27.02520234,-0.640622053,0.78235813,-0.818834787,0.412880681,0.908472598
LOC127073369,15.63097305,-0.771720514,0.942696377,-0.818631039,0.412996953,0.908541491
LOC127086760,59.2143914,0.551428884,0.673801007,0.818385366,0.413137175,0.908541491
LOC127092229,12.14480469,-0.817687548,0.99901208,-0.818496157,0.413073936,0.908541491
LOC127075876,5.203596142,1.145102493,1.400069545,0.817889724,0.413420159,0.908998656
LOC127080761,20.97902197,1.013456797,1.239709085,0.81749566,0.413645228,0.909127236
LOC127082852,9.212627022,-0.883891925,1.081315676,-0.817422649,0.413686937,0.909127236
LOC127138557,24.79635259,-0.71704354,0.877232471,-0.817392838,0.413703967,0.909127236
LOC127073721,4.985242167,-1.136582522,1.390839298,-0.817191838,0.413818806,0.909214528
LOC127084349,12.74738185,-0.820206591,1.005051887,-0.816083828,0.414452193,0.910440897
LOC127097202,28.80765475,0.643657451,0.788988328,0.815800979,0.414613973,0.91046686
LOC127117935,14.2524326,0.790211612,0.968633826,0.815800141,0.414614453,0.91046686
LOC127075920,27.92061218,-0.654525959,0.80295653,-0.815144948,0.414989345,0.910484291
LOC127085886,14.75968345,0.792462765,0.972022899,0.815271704,0.414916802,0.910484291
LOC127086107,79.6860946,-0.726460204,0.890782931,-0.81553,0.414768999,0.910484291
LOC127120028,6.022145303,-1.052730193,1.291697394,-0.814997536,0.415073721,0.910484291
LOC127120169,6.022145303,-1.052730193,1.291697394,-0.814997536,0.415073721,0.910484291
LOC127120256,90.8646598,0.518853298,0.636313505,0.815405133,0.414840447,0.910484291
LOC127100829,19.586807,0.800191597,0.982368842,0.814553111,0.415328159,0.91087734
LOC127118459,6.128675491,-1.122068174,1.377847547,-0.814363082,0.415436982,0.910950947
LOC127073786,4.094275785,1.28864026,1.58783811,0.811569046,0.417038959,0.911674651
LOC127075703,11.10414309,-0.874533272,1.079491896,-0.81013417,0.417863067,0.911674651
LOC127076651,8.530187233,-1.036341922,1.278791971,-0.810406966,0.417706315,0.911674651
LOC127076750,5.281507974,-1.181816316,1.45368429,-0.812980043,0.416229501,0.911674651
LOC127076822,6.141160681,1.090136735,1.343865233,0.811194983,0.417253706,0.911674651
LOC127083267,4.591966919,-1.448922885,1.789093552,-0.809864238,0.418018208,0.911674651
LOC127083441,26.73308866,0.651846087,0.802764769,0.812001363,0.416790849,0.911674651
LOC127084330,24.69364752,0.795168831,0.980141836,0.811279349,0.417205266,0.911674651
LOC127084345,8.274430307,1.170590524,1.442644435,0.811419984,0.417124527,0.911674651
LOC127084982,4.313427089,-1.456689545,1.798458001,-0.80996584,0.417959809,0.911674651
LOC127085194,11.45898625,1.020260688,1.255756039,0.812467276,0.416523557,0.911674651
LOC127085362,16.29308673,-0.729279577,0.901855205,-0.808643752,0.418720091,0.911674651
LOC127085719,13.12220697,0.796634841,0.980015676,0.812879692,0.416287039,0.911674651
LOC127085971,8.188045577,0.981105029,1.212486681,0.809167676,0.418418705,0.911674651
LOC127086070,13.60829872,0.784811821,0.968650528,0.810211525,0.417818615,0.911674651
LOC127086455,18.96650552,0.707465527,0.87248417,0.810863454,0.41744409,0.911674651
LOC127091467,9.290843837,0.915914071,1.131427812,0.809520555,0.418215784,0.911674651
