gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LOC127091756,34.53180278,0.941442015,1.161719659,0.810386574,0.417718032,0.911674651
LOC127097430,12.86854904,-0.840388648,1.037860579,-0.809731735,0.418094374,0.911674651
LOC127098365,4.003193774,-1.214526803,1.500927782,-0.809184038,0.418409295,0.911674651
LOC127101678,18.26997389,-0.746954493,0.919623985,-0.81223903,0.416654488,0.911674651
LOC127107583,24.90772319,0.669137069,0.824879481,0.811193738,0.417254421,0.911674651
LOC127107788,4.56119675,-1.204058567,1.484687898,-0.810984294,0.41737469,0.911674651
LOC127117588,4.094275785,1.28864026,1.58783811,0.811569046,0.417038959,0.911674651
LOC127117661,4.56119675,-1.204058567,1.484687898,-0.810984294,0.41737469,0.911674651
LOC127117786,16.66758485,0.753261951,0.930483467,0.809538243,0.418205614,0.911674651
LOC127119272,14.1557673,0.790838621,0.977635849,0.808929646,0.418555615,0.911674651
LOC127120391,17.23955368,0.841841391,1.034942017,0.813418894,0.41597793,0.911674651
LOC127120591,12.42079721,1.101372678,1.357628999,0.811247166,0.417223744,0.911674651
LOC127125462,31.93299951,0.622909581,0.770400606,0.808552818,0.418772413,0.911674651
LOC127125651,17.58829392,-0.714211811,0.882463971,-0.80933821,0.418320633,0.911674651
LOC127125764,24.7694092,0.662033209,0.817661893,0.809666214,0.418132041,0.911674651
LOC127125843,30.04733604,0.67731934,0.832957977,0.813149473,0.416132364,0.911674651
LOC127126007,4.48729721,1.344739435,1.661025359,0.809583928,0.418179348,0.911674651
LOC127126210,23.71360294,0.769810284,0.952204815,0.808450316,0.418831397,0.911674651
LOC127126348,6.13586708,-1.044056788,1.283803251,-0.813252955,0.416073044,0.911674651
LOC127126562,29.19074443,0.862686298,1.067140835,0.808409039,0.41885515,0.911674651
LOC127127805,854.2256797,-1.679361919,2.064426098,-0.813476404,0.415944969,0.911674651
LOC127127820,5.981004246,-1.081253506,1.334351705,-0.810321224,0.41775558,0.911674651
LOC127127970,5.730828949,1.091714054,1.349313515,0.809088505,0.41846424,0.911674651
LOC127138556,7.289925116,-0.975105605,1.205738122,-0.808720888,0.418675711,0.911674651
LOC127097709,11.21070894,0.951538771,1.177942683,0.807797174,0.419207352,0.912113211
LOC127102442,13.09477959,0.792311911,0.980680241,0.807920746,0.419136208,0.912113211
LOC127092210,7.379652643,-0.971225779,1.202577167,-0.807620338,0.419309175,0.912170786
LOC127127866,5.665185996,1.265387169,1.567178644,0.807430075,0.419418746,0.912245193
LOC127106239,7.01705724,-1.426256242,1.766943484,-0.807188377,0.419557961,0.912302179
LOC127116355,4.213165175,-1.28959283,1.59776517,-0.807122883,0.41959569,0.912302179
LOC127082358,27.08563852,0.707322653,0.877007456,0.806518404,0.419944001,0.912731583
LOC127084532,11.11785677,-0.870071311,1.078692614,-0.806598005,0.419898124,0.912731583
LOC127074053,11.8995805,0.861081622,1.068060783,0.806210317,0.420121591,0.912808511
LOC127074841,5.224755241,1.26013118,1.563059361,0.806195345,0.420130223,0.912808511
LOC127119221,20.36900271,0.686333685,0.852213251,0.805354392,0.420615202,0.913698207
LOC127079874,6.24583039,-1.110859671,1.380294077,-0.804799274,0.420935521,0.91378086
LOC127092690,5.339795838,-1.169710529,1.453023271,-0.805018441,0.420809038,0.91378086
LOC127098585,7.578999333,-1.078217402,1.339534567,-0.804919431,0.420866175,0.91378086
LOC127100832,63.70530277,-0.662603058,0.823359467,-0.804755498,0.420960787,0.91378086
LOC127126164,19.66929178,-0.687326479,0.854209731,-0.804634336,0.421030722,0.91378086
LOC127073371,12.76109553,-0.817618787,1.016328936,-0.804482444,0.421118404,0.913807308
LOC127082732,27.3158457,0.672082604,0.8358511,0.804069773,0.42135668,0.914160469
LOC127101080,12.23453222,-0.819385712,1.020292479,-0.803089045,0.421923269,0.914868766
LOC127103253,21.53644743,0.835188075,1.039847224,0.803183444,0.421868713,0.914868766
LOC127117838,11.17224119,0.841361254,1.048250156,0.802634037,0.422186289,0.914868766
LOC127119950,9.546944911,-0.864972198,1.077496817,-0.802760792,0.422113008,0.914868766
LOC127125989,20.30001531,1.001990755,1.24844791,0.802589157,0.422212238,0.914868766
LOC127126181,16.92321559,0.794472021,0.989476422,0.802921629,0.422020034,0.914868766
LOC127136928,16.78570058,-0.710707591,0.885421745,-0.802676911,0.422161501,0.914868766
LOC127092970,18.2740765,-0.700220399,0.873152516,-0.801945119,0.422584705,0.915020621
LOC127093428,7.808066691,1.149211843,1.432644739,0.802161074,0.42245979,0.915020621
LOC127118484,8.426836343,-0.933954779,1.164499199,-0.802022689,0.422539833,0.915020621
LOC127125879,55.52350793,0.546330567,0.680979681,0.802271466,0.422395944,0.915020621
LOC127126398,42.71948754,-0.565389309,0.705183293,-0.8017622,0.422690528,0.915086058
LOC127084347,25.90014248,0.661530614,0.825287879,0.801575584,0.422798506,0.915156136
LOC127075124,3.872325189,-1.253300503,1.56490771,-0.800878221,0.423202149,0.915211509
LOC127085621,3.872325189,-1.253300503,1.56490771,-0.800878221,0.423202149,0.915211509
LOC127087796,5.703401578,1.083107344,1.351655405,0.801319138,0.422946914,0.915211509
LOC127107451,9.215083819,0.927895769,1.158518826,0.800932836,0.423170529,0.915211509
LOC127119752,5.162455085,1.131350392,1.412325276,0.80105512,0.423099737,0.915211509
LOC127074326,152.7144796,-0.62026754,0.775108424,-0.800233259,0.423575663,0.915318434
LOC127080823,16.5548239,-0.716829014,0.896757015,-0.799357019,0.424083425,0.915318434
LOC127081761,18.0087052,0.718038999,0.898184518,0.79943373,0.424038959,0.915318434
LOC127083286,6.076909722,-1.190744196,1.487775517,-0.800352058,0.42350685,0.915318434
LOC127087062,8.590931895,0.925483796,1.157082496,0.799842534,0.423802036,0.915318434
LOC127088205,23.5133566,-0.739784493,0.92460956,-0.800104742,0.423650114,0.915318434
LOC127105729,12.86829521,-0.780011692,0.975537327,-0.799571344,0.423959196,0.915318434
LOC127108012,63.1243497,0.5562511,0.695740679,0.799509238,0.423995192,0.915318434
LOC127108300,60.4297343,0.574174249,0.717963293,0.799726469,0.423869294,0.915318434
LOC127118238,14.53841784,0.756014179,0.945769234,0.799364318,0.424079194,0.915318434
LOC127132289,36.05477769,-0.632724696,0.790398801,-0.800513229,0.423413502,0.915318434
LOC127100527,31.88635019,-0.616735927,0.772102242,-0.798774947,0.42442092,0.915883547
LOC127092768,7.660812769,1.00855696,1.263642308,0.798134847,0.424792241,0.915971024
LOC127092878,7.393366329,-0.965584835,1.209570338,-0.798287462,0.424703692,0.915971024
LOC127098125,5.346987428,-1.065493485,1.33462152,-0.798348797,0.424668108,0.915971024
LOC127098171,206.5350597,-0.868820836,1.088666781,-0.798059471,0.424835979,0.915971024
LOC127101244,8.450198416,0.980841543,1.229043373,0.798052831,0.424839832,0.915971024
LOC127073872,14.60790959,0.768602357,0.963812416,0.797460526,0.425183619,0.916013968
LOC127074988,16.29350405,-0.896807953,1.124495168,-0.797520504,0.4251488,0.916013968
LOC127085401,3.890572657,1.403735144,1.760531041,0.797336208,0.425255797,0.916013968
LOC127085651,17.92575359,0.710168444,0.891243156,0.796829058,0.425550317,0.916013968
LOC127086495,37.93241472,0.586632547,0.736672597,0.796327364,0.425841785,0.916013968
LOC127090979,26.24139813,0.660114426,0.828951768,0.796324288,0.425843572,0.916013968
LOC127095908,16.90937757,-0.733846014,0.921209992,-0.796611002,0.425676986,0.916013968
LOC127096616,7.395732802,1.023406757,1.282707784,0.797848715,0.424958288,0.916013968
LOC127118626,15.66864347,0.759905781,0.952561245,0.79775005,0.425015553,0.916013968
LOC127119502,56.0972251,0.635944621,0.798358211,0.796565517,0.425703411,0.916013968
LOC127122411,7.326241056,0.995810369,1.249439177,0.797005879,0.425447617,0.916013968
LOC127126020,11.3970661,-0.800247608,1.004084825,-0.796992035,0.425455657,0.916013968
LOC127128551,20.9476963,-0.662183881,0.830930687,-0.796918313,0.425498474,0.916013968
LOC127105418,71.50921394,-1.067223762,1.340633789,-0.796059126,0.42599767,0.916182623
LOC127101230,5.360701114,-1.05649914,1.327449703,-0.795886381,0.426098078,0.916235767
LOC127091825,21.80230923,-0.680581561,0.855376103,-0.79565183,0.426234432,0.916303921
LOC127132223,7.178315988,1.124251552,1.413137161,0.79557143,0.426281178,0.916303921
LOC127091475,19.36286974,0.69088808,0.868670164,0.795339944,0.426415784,0.916424392
LOC127106739,16.88914179,-0.710117387,0.892988305,-0.795214655,0.426488648,0.916424392
LOC127076084,7.880901235,0.983375748,1.240069734,0.793000362,0.427777612,0.91664768
LOC127079492,14.1564368,0.777270507,0.978137735,0.794643208,0.426821077,0.91664768
LOC127083920,8.320306156,-0.887569677,1.118494416,-0.793539659,0.427463473,0.91664768
LOC127085421,444.0685757,0.515697659,0.648898726,0.794727496,0.426772035,0.91664768
LOC127086288,5.932417776,-1.058780674,1.332912399,-0.794336278,0.42699969,0.91664768
LOC127091569,5.026383224,-1.107792518,1.39640111,-0.793319706,0.427591579,0.91664768
LOC127097838,57.8741246,-0.629160426,0.793277426,-0.793115253,0.427710677,0.91664768
LOC127100756,54.6748991,-0.538396741,0.677833001,-0.794291131,0.427025966,0.91664768
LOC127101299,19.58299737,-0.687381987,0.866583507,-0.793209173,0.427655964,0.91664768
LOC127102882,27.40891622,-0.841964071,1.05929266,-0.794836123,0.426708835,0.91664768
LOC127107608,34.217537,0.593963126,0.749050583,0.792954627,0.427804258,0.91664768
LOC127118208,5.65696692,-1.107065371,1.394800491,-0.793708762,0.427364998,0.91664768
LOC127122526,8.320306156,-0.887569677,1.118494416,-0.793539659,0.427463473,0.91664768
LOC127126126,5.689687892,1.079348185,1.359433361,0.793969176,0.427213376,0.91664768
LOC127132497,18.7183577,-0.721413981,0.908603834,-0.79398078,0.427206621,0.91664768
LOC127132624,7.234347872,1.20519115,1.518494941,0.793674787,0.427384782,0.91664768
LOC127125470,124.6597481,-0.506691761,0.639227018,-0.792663243,0.427974051,0.916686943
LOC127125853,27.32582459,-0.657347489,0.829183491,-0.792764806,0.427914865,0.916686943
LOC127076241,12.71279855,0.813675515,1.027302159,0.792050818,0.428331046,0.917257318
LOC127085175,3.886038875,-1.240577189,1.566491268,-0.791946443,0.428391905,0.917257318
LOC127105579,6.571474371,1.011658844,1.277679494,0.791793912,0.428480853,0.917285505
LOC127083086,6.280449351,-1.011842236,1.27946964,-0.790829422,0.429043538,0.918327673
LOC127075778,49.46537553,-0.54326293,0.688616668,-0.788919228,0.430159217,0.918928197
LOC127085767,5.738274363,1.180061217,1.494014111,0.789859485,0.429609835,0.918928197
LOC127091587,24.61044375,0.642957328,0.813761317,0.790105544,0.429466132,0.918928197
LOC127093014,5.517008757,1.106906286,1.402370351,0.789310959,0.429930283,0.918928197
LOC127093232,6.585188056,1.014988282,1.286195905,0.789139725,0.430030346,0.918928197
LOC127097085,78.98738522,-2.407101687,3.048708284,-0.789548052,0.429791756,0.918928197
LOC127097848,18.95906011,0.704700417,0.892961103,0.78917258,0.430011146,0.918928197
LOC127117649,70.12542693,-0.528666386,0.670093837,-0.788943811,0.430144848,0.918928197
LOC127118840,21.39916909,-0.656145287,0.831186022,-0.789408471,0.429873306,0.918928197
LOC127120468,34.11409579,0.591805307,0.74941604,0.789688604,0.429709648,0.918928197
LOC127128351,21.23055341,0.666565978,0.844069984,0.789704634,0.429700284,0.918928197
LOC127083568,236.4262992,-0.567588783,0.720033048,-0.788281573,0.430532024,0.91900515
LOC127085074,960.8206675,0.5882326,0.746388968,0.788104628,0.430635508,0.91900515
LOC127085415,24.7711812,-0.697516249,0.884413946,-0.788676221,0.430301269,0.91900515
LOC127092419,19.34149598,-0.71418308,0.906634014,-0.787730296,0.430854481,0.91900515
LOC127119121,46.6605618,-0.582151376,0.738993301,-0.787762724,0.430835509,0.91900515
LOC127126328,21.30656725,0.673844767,0.855388985,0.787764139,0.430834681,0.91900515
LOC127132083,6.329035821,-1.032970288,1.311393368,-0.78768912,0.430878571,0.91900515
LOC127132229,6.609942124,1.144315994,1.452482351,0.787834698,0.430793402,0.91900515
LOC127132604,11.30014698,-0.840968708,1.067209657,-0.788007027,0.430692596,0.91900515
LOC127073752,7.057566121,0.966618168,1.230266631,0.785698111,0.43204437,0.919102184
LOC127073932,5.467231301,-1.12634183,1.433001157,-0.786002038,0.431866293,0.919102184
LOC127074274,260.1762289,0.483211516,0.615040467,0.785658087,0.432067824,0.919102184
LOC127081567,65.78010515,0.561752092,0.713717278,0.787079295,0.431235449,0.919102184
LOC127085476,16.98564524,-0.807566173,1.027199282,-0.786182571,0.431760535,0.919102184
LOC127086655,9.11261893,-0.880834784,1.121160008,-0.785645918,0.432074955,0.919102184
LOC127086916,9.152783663,0.881465548,1.119358935,0.787473544,0.431004709,0.919102184
LOC127098447,30.33131913,0.609743658,0.775136929,0.786627027,0.431500233,0.919102184
LOC127105356,42.22988764,0.566566279,0.720321587,0.786546299,0.431547506,0.919102184
LOC127105399,6.744153506,1.007374369,1.281073568,0.786351693,0.431661476,0.919102184
LOC127106619,5.815262877,-1.072982363,1.364279793,-0.786482632,0.43158479,0.919102184
LOC127106801,4.106634987,-1.188992781,1.513605788,-0.785536624,0.432139006,0.919102184
LOC127118389,28.11894504,0.724430896,0.920546315,0.786957576,0.431306701,0.919102184
LOC127120094,18.64610233,-0.685213412,0.872111491,-0.785694741,0.432046345,0.919102184
LOC127120998,12.1246949,1.037057339,1.319563468,0.785909405,0.431920564,0.919102184
LOC127126866,7.057566121,0.966618168,1.230266631,0.785698111,0.43204437,0.919102184
LOC127096955,6.854786309,1.050447469,1.338381629,0.784863933,0.43253335,0.919134742
LOC127100726,21.82017669,0.761032924,0.969456772,0.785009653,0.432447909,0.919134742
LOC127100744,24.15989427,0.653549218,0.832829685,0.784733337,0.432609933,0.919134742
LOC127105459,6.497612342,-0.992406044,1.263959857,-0.7851563,0.432361934,0.919134742
LOC127107207,13.74610507,0.796468603,1.014715969,0.784917777,0.432501778,0.919134742
LOC127137404,7.534515478,-0.947473228,1.207335662,-0.784763722,0.432592114,0.919134742
LOC127074477,9.094839946,1.05044604,1.339698828,0.784091184,0.432986608,0.919485775
LOC127076511,9.883048452,1.054828294,1.345552759,0.783936778,0.433077208,0.919485775
LOC127118650,4.362950721,1.283499287,1.637525302,0.783804248,0.433154981,0.919485775
LOC127118662,159.5309959,-0.545778759,0.69594268,-0.784229469,0.432905476,0.919485775
LOC127120084,7.651670377,-0.93487102,1.192575195,-0.783909496,0.433093217,0.919485775
LOC127133864,4.22514437,1.481637107,1.890672866,0.783655985,0.433241996,0.919509226
LOC127107377,17.58520494,-0.692231699,0.883813563,-0.783232719,0.433490465,0.919722158
LOC127120849,6.003100506,1.041204386,1.329378903,0.7832262,0.433494292,0.919722158
LOC127073447,13.81238185,-0.739127389,0.944260579,-0.782757858,0.433769319,0.920144381
LOC127082872,3.983642982,1.228931365,1.570528689,0.78249533,0.433923529,0.920172005
LOC127126612,6.640966117,1.034840145,1.322518547,0.782476849,0.433934386,0.920172005
LOC127138331,19.25587107,-0.668999557,0.855166801,-0.782303004,0.434036522,0.92022737
LOC127073472,6.955607226,-1.008447658,1.290789112,-0.78126446,0.434646969,0.920531002
LOC127073627,33.95907412,0.798752346,1.025892597,0.778592562,0.436219762,0.920531002
LOC127073645,9.405795763,-0.879378661,1.128052707,-0.779554586,0.435653096,0.920531002
LOC127073720,7.372154223,1.209971342,1.552714473,0.779261971,0.435825411,0.920531002
LOC127073865,43.49909677,0.590909874,0.757432363,0.780148702,0.435303353,0.920531002
LOC127075559,112.4548882,1.039921246,1.335172556,0.778866552,0.436058329,0.920531002
LOC127076678,8.839371049,0.928249583,1.191700833,0.778928367,0.436021913,0.920531002
LOC127077980,24.33201791,-0.818640052,1.050641724,-0.779180983,0.435873111,0.920531002
LOC127082277,179.9725175,-0.470251058,0.602653968,-0.780300276,0.43521415,0.920531002
LOC127082890,9.67806732,-0.943350806,1.2092986,-0.780080954,0.435343226,0.920531002
LOC127083932,37.96814115,-0.690324056,0.885540312,-0.779551249,0.435655061,0.920531002
LOC127087595,34.03808195,0.592028768,0.760531506,0.778440818,0.436309184,0.920531002
LOC127090965,11.41386876,-0.831354775,1.066986923,-0.779161166,0.435884783,0.920531002
LOC127091488,15.39996854,0.722816009,0.928400694,0.778560392,0.436238718,0.920531002
LOC127093082,3.969929297,1.222883429,1.566075922,0.78085833,0.434885823,0.920531002
LOC127093090,5.475867699,1.093132157,1.399572819,0.781047004,0.43477485,0.920531002
LOC127093466,26.47439096,-0.613327702,0.784415922,-0.781890939,0.434278671,0.920531002
LOC127094322,47.61895494,0.565996963,0.724716007,0.780991392,0.434807558,0.920531002
LOC127096581,11.97622817,-0.84213994,1.078943146,-0.780522999,0.435083096,0.920531002
LOC127097268,5.475867699,1.093132157,1.399572819,0.781047004,0.43477485,0.920531002
LOC127107433,12.70535314,0.803038715,1.029070341,0.78035357,0.435182789,0.920531002
LOC127117569,8.366323491,1.010974657,1.294377059,0.781051124,0.434772427,0.920531002
LOC127117819,8.654624046,-0.867040618,1.112912322,-0.779073608,0.435936356,0.920531002
LOC127119086,4.092921301,-1.204937757,1.544635485,-0.780079034,0.435344356,0.920531002
LOC127122639,4.781792862,-1.165797888,1.491526261,-0.781614055,0.434441425,0.920531002
LOC127126135,6.730439821,1.00472717,1.290308949,0.778671783,0.436173082,0.920531002
LOC127126978,155.048496,-0.48428954,0.620617946,-0.780334412,0.435194063,0.920531002
LOC127128058,9.370922978,-0.858011099,1.101175935,-0.779177124,0.435875383,0.920531002
LOC127086306,5.285878257,1.180694028,1.517819625,0.777888234,0.436634905,0.920944563
LOC127097263,15.44454272,0.810703324,1.042496253,0.777655863,0.436771918,0.920944563
LOC127120373,10.27043543,-0.814689218,1.047707742,-0.777592057,0.436809545,0.920944563
LOC127129880,7.438519678,-0.98829913,1.270601075,-0.777820159,0.436675042,0.920944563
